GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Iteration6,domain,DaoUser_it6,31,10,0,0,9,3,0,2,0,2
Iteration6,persistence,DBBroker_it6,3,0,0,0,1,0,1,0,1,0
Iteration6,Presentation,AppAdmin_it6,170,0,0,0,35,0,3,0,3,0
Iteration6,Presentation,AppAdmin_it6.new Runnable() {...},16,0,0,0,7,0,2,0,2,0
